@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute exclamation_marks numeric
@attribute question_marks numeric
@attribute dot_marks numeric
@attribute word_count numeric
@attribute happy_emoji numeric
@attribute angry_emoji numeric
@attribute dcs_list_score numeric
@attribute positive_list numeric
@attribute negative_list numeric
@attribute posemo_list numeric
@attribute negemo_list numeric
@data
objective,0,0,1,22,0,0,-1.07,1,0,2,2
positive,0,0,2,12,0,0,-0.57,2,2,1,1
neutral,0,2,1,26,0,0,0.27,1,2,1,1
positive,4,0,0,22,0,0,-0.17,1,2,1,1
negative,0,1,2,21,0,0,-0.48,1,1,0,0
positive,1,0,2,24,0,0,-0.73,3,0,2,2
neutral,4,0,5,26,0,0,-1.19,2,0,0,0
positive,0,0,4,20,0,0,-1.94,0,1,0,0
objective,0,0,1,21,1,0,-0.52,2,2,2,2
positive,1,0,2,25,0,0,-1.66,1,1,2,2
neutral,0,0,1,16,0,0,-1.32,1,1,1,1
positive,1,0,2,18,0,0,-1.02,3,0,1,1
objective,0,0,3,26,0,0,-1.21,2,3,1,1
positive,0,0,1,15,0,0,-0.51,3,2,1,1
negative,0,0,2,31,0,0,-0.57,3,4,1,1
positive,0,0,0,25,0,0,0.35,2,0,1,1
objective,0,0,4,19,0,0,-0.37,0,1,0,0
positive,2,1,0,22,0,0,-0.38,1,0,1,1
objective,0,0,3,19,0,0,-1.03,2,2,1,1
positive,1,0,1,8,0,0,0.29,2,2,1,1
positive,1,0,2,28,0,0,-2.35,4,1,0,0
positive,0,0,1,16,0,0,-1.41,0,1,0,0
positive,0,1,7,25,0,0,-0.01,1,1,2,2
negative,0,0,3,25,0,0,-1.92,2,3,0,0
negative,1,0,0,7,0,0,0.51,1,0,1,1
neutral,0,0,3,26,0,0,-1.21,2,3,1,1
positive,1,0,1,22,0,0,-0.70,1,1,2,2
positive,0,0,7,20,0,0,-1.43,1,1,0,0
neutral,0,0,3,8,0,0,-0.24,0,0,0,0
positive,2,2,1,23,0,0,-0.33,5,2,3,3
objective,0,0,1,23,0,0,-1.14,1,1,0,0
positive,0,0,4,24,0,0,-0.47,1,1,2,2
positive,0,0,0,21,1,0,1.11,5,1,4,4
positive,3,0,0,21,0,0,-0.79,1,0,2,2
objective,0,0,1,23,0,0,-1.19,1,2,0,0
neutral,0,0,1,21,0,0,-0.91,1,2,1,1
positive,0,0,2,17,0,0,-0.36,2,0,1,1
neutral,1,1,4,21,0,0,-0.93,0,0,0,0
positive,2,0,1,26,0,0,-0.33,4,3,1,1
positive,0,0,3,11,0,0,0.21,1,1,2,2
positive,1,0,0,25,0,0,-1.51,1,1,0,0
negative,0,0,1,23,0,0,-1.02,1,1,0,0
negative,0,0,1,24,0,0,-0.52,2,0,0,0
neutral,0,1,2,27,0,0,0.28,3,1,2,2
positive,0,0,2,23,0,0,-0.60,1,0,1,1
positive,2,0,2,25,0,0,-0.71,1,0,1,1
neutral,0,0,2,26,0,0,-1.61,1,1,1,1
positive,3,0,0,18,0,0,0.23,0,0,0,0
objective,0,0,3,24,0,0,0.52,1,2,0,0
positive,0,0,3,25,0,0,-0.67,0,0,3,3
objective,0,3,1,26,0,0,-1.35,2,0,2,2
positive,2,0,0,10,0,0,0.00,0,0,1,1
neutral,2,0,5,23,0,0,-0.34,0,2,0,0
neutral,0,0,0,24,0,0,-0.13,2,1,1,1
positive,0,2,0,24,0,0,-1.58,2,0,2,2
neutral,0,0,0,24,0,0,-3.00,0,0,0,0
positive,0,0,1,9,0,0,-0.68,2,0,2,2
neutral,1,0,1,22,0,0,-0.79,1,0,1,1
negative,1,0,0,22,0,0,-0.67,1,1,0,0
positive,4,0,0,26,1,0,-0.57,4,3,2,2
positive,1,0,1,8,0,0,-0.33,0,0,1,1
positive,2,0,1,25,0,0,-1.01,0,0,1,1
neutral,2,0,3,11,0,0,-1.19,0,1,0,0
neutral,0,0,2,20,0,0,0.00,1,2,1,1
positive,0,1,2,14,0,0,-0.11,2,0,3,3
neutral,0,1,0,19,0,0,-0.36,0,0,0,0
negative,2,2,1,22,0,0,-0.51,0,1,0,0
positive,1,1,4,21,0,0,0.29,0,0,0,0
positive,0,0,2,19,0,0,0.30,1,1,1,1
positive,4,1,0,29,0,0,-0.84,2,3,2,2
objective,0,0,1,25,0,0,-1.03,1,0,0,0
positive,1,0,5,27,0,0,0.92,4,1,3,3
positive,0,0,2,22,0,0,-0.77,2,2,0,0
objective,0,0,1,25,0,0,-2.43,0,1,0,0
objective,0,0,0,16,0,0,-0.43,1,2,2,2
negative,0,0,4,28,0,0,2.37,3,3,0,0
objective,0,0,0,20,0,0,-0.99,1,0,1,1
positive,0,0,0,14,1,0,0.70,2,0,1,1
positive,0,0,0,11,0,0,0.12,0,1,0,0
positive,2,4,0,13,0,0,-0.76,0,0,2,2
positive,0,1,0,13,0,0,-0.70,0,1,0,0
neutral,0,0,2,35,0,0,-2.27,0,0,2,2
positive,1,0,1,15,0,0,1.79,0,0,2,2
objective,0,0,5,17,0,0,-0.07,0,0,0,0
positive,0,0,0,11,0,0,-0.27,0,2,0,0
negative,0,0,0,25,0,0,0.07,1,4,0,0
negative,0,0,5,21,0,0,-0.40,3,2,2,2
negative,0,0,0,17,1,0,0.31,0,3,0,0
neutral,1,0,0,22,0,0,-1.23,0,0,0,0
positive,0,0,3,24,0,0,-0.62,4,2,2,2
positive,0,0,0,17,0,0,-2.03,1,0,1,1
neutral,0,0,0,7,0,0,-0.43,1,0,0,0
neutral,0,0,2,24,0,0,-1.82,1,2,2,2
neutral,0,0,1,21,0,0,-0.60,1,0,1,1
neutral,0,0,0,15,0,0,-0.73,0,0,1,1
objective,0,0,0,7,0,0,-0.43,1,0,0,0
positive,2,0,0,19,0,0,-0.36,2,2,1,1
positive,0,0,0,19,0,0,-0.61,1,0,1,1
objective,0,0,0,17,0,0,-0.68,1,1,0,0
objective,0,0,1,19,0,0,-1.07,1,0,2,2
positive,1,0,0,23,0,0,-0.73,2,1,2,2
negative,0,0,2,25,0,0,-1.10,2,3,0,0
objective,0,0,2,16,0,0,-0.78,0,0,0,0
positive,2,0,0,21,2,0,-1.23,0,0,0,0
neutral,0,0,6,14,0,0,-1.65,1,1,0,0
negative,1,0,0,9,0,0,-0.01,0,0,1,1
positive,0,0,2,10,0,0,-0.03,0,0,1,1
objective,0,0,2,20,0,0,-0.19,1,1,1,1
neutral,0,0,2,26,0,0,0.04,2,0,3,3
positive,2,0,0,17,0,0,-0.64,1,0,1,1
positive,1,0,1,13,0,0,-0.59,1,0,1,1
negative,0,0,2,22,0,0,-2.30,2,2,1,1
positive,3,0,0,10,2,0,-0.19,0,0,1,1
positive,1,0,0,29,0,0,-0.76,3,2,0,0
neutral,0,0,0,6,1,0,0.15,0,0,0,0
positive,0,1,10,36,0,0,-1.20,4,0,1,1
positive,0,0,0,6,0,0,-0.70,2,1,1,1
positive,0,0,4,27,0,0,0.51,3,2,1,1
positive,3,0,0,15,0,0,-0.58,0,0,0,0
positive,1,0,2,22,0,0,-1.44,2,1,2,2
neutral,0,0,4,25,0,0,-0.23,2,1,1,1
positive,0,0,0,9,0,0,-0.00,2,1,1,1
positive,0,0,3,22,0,0,0.80,3,0,2,2
neutral,0,0,3,25,0,0,-0.31,2,0,0,0
neutral,0,0,1,27,0,0,-1.50,0,0,0,0
positive,1,0,0,16,0,0,0.79,1,1,0,0
negative,0,2,1,26,0,0,-0.82,0,1,0,0
neutral,0,0,1,16,0,0,-0.93,1,0,0,0
neutral,0,0,1,21,0,0,-1.17,1,1,0,0
positive,3,0,13,22,0,0,-1.09,4,5,4,4
positive,1,0,1,24,1,0,-0.02,2,1,2,2
neutral,0,0,1,9,0,0,-0.53,1,0,0,0
negative,1,0,1,20,0,0,-0.98,1,2,0,0
positive,7,0,4,15,0,0,0.62,1,1,1,1
neutral,1,0,2,25,0,0,-0.56,1,0,1,1
positive,0,0,2,12,0,0,0.00,0,1,0,0
objective,0,0,0,19,0,0,-0.93,1,0,0,0
positive,0,0,4,20,0,0,0.41,1,0,1,1
positive,0,0,3,25,0,0,-0.08,1,0,1,1
positive,1,0,2,17,0,0,-1.25,2,0,1,1
positive,1,1,1,22,0,0,-1.00,1,0,3,3
neutral,0,0,2,25,0,0,-2.53,0,2,1,1
positive,1,0,0,26,0,0,0.66,2,1,3,3
positive,4,0,0,12,1,0,0.10,2,0,2,2
positive,0,0,4,22,0,0,-0.67,3,2,2,2
neutral,0,0,2,24,0,0,-0.19,1,1,0,0
positive,2,0,0,24,0,0,-0.48,2,0,1,1
negative,0,0,5,11,0,0,0.40,3,0,0,0
positive,0,0,2,21,0,0,-1.52,1,0,0,0
positive,0,0,1,16,0,0,-0.19,0,1,0,0
neutral,0,0,3,26,0,0,0.72,3,3,1,1
objective,0,0,1,27,0,0,-0.95,0,1,1,1
positive,0,1,0,11,0,0,0.41,3,0,0,0
positive,0,0,2,10,0,0,-0.28,2,0,1,1
negative,0,0,0,7,0,0,-0.03,0,0,0,0
positive,0,0,2,22,0,0,-0.19,2,0,1,1
neutral,0,0,1,24,0,0,1.46,1,1,0,0
objective,0,0,4,27,0,0,-1.03,2,2,0,0
positive,0,0,4,26,0,0,-1.86,1,1,0,0
positive,0,0,3,16,0,0,0.22,0,1,0,0
negative,0,0,0,15,0,0,-0.44,0,0,0,0
positive,0,0,2,19,0,0,-0.76,1,1,1,1
positive,2,0,0,1,0,0,0.25,0,0,0,0
negative,0,0,6,13,0,0,0.06,0,1,0,0
negative,1,2,0,22,0,0,-1.46,1,0,0,0
positive,1,0,0,10,0,0,0.30,1,0,1,1
neutral,0,1,1,16,0,0,-0.85,1,0,0,0
objective,2,0,0,17,0,0,-0.47,0,0,0,0
neutral,0,0,2,11,1,0,0.71,1,1,1,1
positive,2,0,1,15,0,0,-0.13,2,1,0,0
objective,0,0,2,25,0,0,-0.36,1,1,1,1
neutral,0,0,3,26,0,0,-1.50,0,1,1,1
objective,0,0,1,20,0,0,-0.74,1,0,2,2
positive,3,0,0,18,0,0,0.62,3,2,2,2
objective,0,0,1,16,0,0,0.07,0,0,0,0
positive,0,0,0,7,1,0,0.67,0,0,1,1
positive,10,0,0,17,2,0,0.02,4,2,2,2
positive,0,0,4,13,1,0,0.95,2,0,2,2
positive,2,1,3,32,1,0,0.01,3,2,0,0
negative,0,0,0,12,0,0,-0.84,1,1,1,1
negative,1,0,0,18,0,0,0.71,0,0,0,0
positive,5,0,0,20,1,0,-0.93,2,0,1,1
positive,0,0,3,24,0,0,0.23,1,1,2,2
positive,0,0,0,25,0,0,0.19,3,0,2,2
neutral,2,1,0,8,0,0,-0.19,0,0,0,0
negative,0,0,0,14,0,0,-0.24,1,2,2,2
objective,1,0,2,23,0,0,-2.18,2,1,1,1
positive,6,0,3,23,0,0,0.54,1,2,1,1
positive,2,0,4,20,0,0,1.18,2,0,3,3
positive,0,0,0,11,0,0,1.50,0,0,0,0
negative,0,0,2,13,0,0,-1.27,2,1,0,0
objective,0,0,2,22,0,0,-2.27,2,5,2,2
positive,0,1,2,26,0,0,-0.91,0,1,2,2
positive,1,0,0,9,0,0,0.00,0,0,1,1
negative,0,0,0,19,0,0,-1.50,0,0,0,0
negative,2,2,11,13,0,0,-0.67,0,1,0,0
negative,0,0,1,21,0,0,1.05,3,1,1,1
negative,1,0,0,11,0,0,0.68,1,0,0,0
positive,0,0,5,23,0,0,-1.57,0,0,0,0
objective,0,0,0,21,0,0,-1.04,1,2,0,0
negative,0,0,6,20,0,0,-1.22,1,0,1,1
negative,0,0,2,22,0,0,-0.08,1,3,1,1
objective,0,0,1,23,0,0,-1.14,1,1,0,0
positive,2,0,1,15,0,0,-0.62,2,0,2,2
negative,0,0,2,29,0,0,-0.10,1,2,0,0
negative,0,0,0,16,0,0,0.37,1,1,0,0
positive,0,0,1,17,0,0,0.12,3,1,2,2
positive,4,0,0,19,0,0,0.57,2,0,2,2
negative,0,0,3,25,0,0,-0.03,2,1,0,0
objective,3,0,6,18,0,0,-0.05,0,1,0,0
positive,2,0,0,11,0,0,-0.33,0,0,0,0
positive,1,0,1,23,0,0,1.26,1,0,1,1
positive,1,0,0,8,0,0,0.08,1,1,1,1
positive,0,0,1,26,0,0,-1.88,5,4,1,1
neutral,0,1,0,10,0,0,-1.14,1,0,0,0
objective,0,0,4,26,0,0,-1.23,1,1,0,0
objective,0,0,2,20,0,0,-1.64,0,1,0,0
positive,2,0,0,26,0,0,-0.99,2,3,3,3
positive,4,0,1,20,0,0,-0.44,1,2,1,1
positive,1,0,2,23,0,0,-0.74,1,1,2,2
objective,0,0,0,15,0,0,0.00,1,0,1,1
positive,0,0,0,14,0,0,-1.17,1,0,0,0
positive,0,0,2,19,0,0,-0.06,4,2,1,1
negative,0,0,1,8,0,0,-0.07,0,0,0,0
positive,0,0,9,23,0,0,-0.04,6,1,1,1
neutral,0,0,2,23,0,0,-0.60,1,0,1,1
positive,1,0,4,25,0,0,1.24,0,2,0,0
positive,0,0,3,24,0,0,-2.46,1,1,1,1
negative,0,0,1,28,0,0,-2.01,0,1,0,0
neutral,0,0,4,22,0,0,-1.07,2,1,1,1
positive,2,2,4,7,0,0,-0.33,0,1,1,1
positive,0,0,2,26,0,0,0.86,1,0,1,1
objective,0,0,1,14,0,0,-0.02,0,1,0,0
objective,0,1,1,25,0,0,-0.91,1,1,0,0
neutral,0,0,1,25,0,0,0.46,0,1,0,0
positive,0,0,1,12,0,0,0.00,1,2,0,0
neutral,0,0,0,11,0,0,-0.68,0,0,0,0
negative,0,0,1,27,0,0,-1.28,4,4,2,2
positive,2,1,0,11,0,0,-0.24,0,0,0,0
positive,0,0,4,30,0,0,0.91,4,3,3,3
positive,1,0,2,22,1,0,-1.93,3,0,1,1
objective,1,0,0,27,0,0,-2.87,2,2,1,1
positive,0,0,2,17,0,0,-0.96,0,0,1,1
positive,0,0,3,20,0,0,-0.97,1,1,1,1
objective,1,0,1,14,0,0,-0.77,0,0,0,0
positive,2,0,5,22,0,0,-1.70,1,1,1,1
negative,1,0,1,16,0,0,-0.62,2,3,0,0
positive,2,0,0,25,0,0,-1.24,1,2,0,0
positive,0,0,1,15,0,0,-0.61,2,0,2,2
objective,1,0,0,26,0,0,-2.25,3,2,1,1
positive,0,0,2,25,0,0,-0.60,3,0,1,1
negative,0,0,1,15,0,0,0.56,1,0,1,1
positive,1,0,1,25,1,0,-1.08,2,0,0,0
objective,0,0,4,26,0,0,-1.56,0,1,1,1
neutral,0,0,1,21,0,0,-0.24,1,1,0,0
objective,0,1,3,29,0,0,-1.32,1,1,2,2
positive,1,0,1,16,0,0,0.85,2,0,1,1
neutral,0,0,0,24,0,0,-1.31,2,1,0,0
neutral,0,0,1,24,0,0,-1.35,0,0,0,0
positive,1,0,1,19,0,0,0.07,1,0,0,0
objective,2,0,1,18,0,0,0.30,1,0,0,0
negative,0,0,0,25,0,0,1.11,1,0,1,1
neutral,0,0,4,24,0,0,-0.79,1,0,0,0
neutral,1,2,0,16,0,0,1.28,2,1,1,1
positive,4,0,0,16,1,0,0.57,4,2,2,2
neutral,0,0,1,25,0,0,-0.46,3,2,2,2
positive,1,0,1,23,0,0,-0.57,3,2,3,3
positive,1,0,0,7,1,0,0.82,1,1,1,1
positive,0,1,3,22,0,0,-1.18,1,1,0,0
neutral,0,0,4,23,0,0,-1.01,2,1,1,1
positive,1,0,0,11,0,0,0.60,1,1,1,1
positive,0,0,0,8,0,0,0.01,0,0,0,0
objective,0,0,4,28,0,0,-0.99,1,0,0,0
neutral,0,0,0,20,0,0,-0.80,2,0,2,2
neutral,0,0,0,25,0,0,0.27,0,1,1,1
positive,1,0,2,17,1,0,0.30,1,0,1,1
negative,0,0,0,26,0,0,-1.44,0,1,0,0
neutral,6,0,1,22,0,0,-0.43,3,4,1,1
objective,0,0,4,23,0,0,0.33,0,1,0,0
positive,6,0,0,22,2,0,-1.41,1,1,2,2
positive,0,0,5,20,0,0,-0.93,2,0,2,2
positive,0,0,2,21,0,0,-0.07,0,0,1,1
negative,0,0,2,21,0,0,-0.60,1,0,1,1
positive,0,0,4,17,0,0,-1.62,0,0,1,1
positive,0,0,0,13,0,0,-0.35,1,1,1,1
positive,0,0,3,25,0,0,-0.61,1,4,1,1
positive,1,0,0,19,0,0,-0.00,1,1,1,1
neutral,0,1,1,16,0,0,-0.31,0,2,0,0
objective,0,0,1,20,0,0,-0.41,1,2,0,0
neutral,0,0,1,19,0,0,-1.24,1,1,1,1
neutral,0,0,2,21,0,0,-1.44,2,1,0,0
negative,2,0,0,16,0,0,-1.32,2,3,1,1
positive,0,0,3,18,0,0,-0.29,1,0,1,1
positive,0,0,4,24,0,0,-0.05,4,0,4,4
negative,0,0,2,22,0,0,-0.83,1,2,1,1
neutral,0,0,3,22,0,0,-0.33,3,0,0,0
negative,0,0,4,22,0,0,-1.34,2,1,1,1
positive,0,1,0,3,0,0,0.00,0,0,0,0
objective,0,0,1,11,0,0,-1.19,0,0,0,0
objective,0,1,0,10,0,0,-0.92,2,0,0,0
positive,1,0,0,22,1,0,0.63,4,1,4,4
neutral,1,0,0,20,0,0,-2.25,1,2,0,0
positive,1,0,8,27,0,0,-0.36,2,3,4,4
positive,0,0,2,25,0,0,-1.97,2,1,1,1
positive,0,0,1,19,0,0,-0.83,2,0,2,2
positive,0,0,0,6,0,0,0.03,1,0,1,1
positive,3,0,0,5,0,0,0.30,1,0,1,1
positive,0,0,3,20,0,0,-2.14,2,1,0,0
neutral,0,0,2,18,1,0,-1.02,0,0,0,0
positive,0,1,1,17,0,0,-0.31,1,2,1,1
positive,0,0,0,25,1,0,-2.35,1,0,1,1
positive,3,0,2,21,0,0,-0.41,2,1,1,1
positive,0,0,2,24,0,0,-1.88,2,0,2,2
objective,0,0,2,24,0,0,-1.06,1,1,3,3
negative,0,1,1,25,0,0,-0.97,1,1,0,0
positive,3,0,0,18,0,0,0.30,2,1,1,1
neutral,0,0,1,21,0,0,-1.65,0,1,0,0
positive,0,0,0,3,0,0,0.96,2,0,1,1
positive,0,1,5,27,0,0,-0.51,1,2,1,1
neutral,0,1,4,27,0,0,0.57,1,2,0,0
positive,2,0,1,26,0,0,-0.30,2,0,3,3
neutral,0,0,1,24,0,0,-0.32,0,0,0,0
positive,0,0,4,8,1,0,-0.59,1,0,1,1
neutral,2,1,1,24,0,0,-1.32,0,1,0,0
positive,0,0,2,22,0,0,-2.40,4,3,0,0
positive,0,0,5,25,0,0,0.08,3,0,3,3
objective,0,0,2,26,0,0,-1.88,0,0,0,0
negative,0,0,4,17,0,0,-1.48,1,1,1,1
positive,0,0,4,13,0,0,0.92,2,0,2,2
negative,0,0,1,15,0,0,-0.56,0,1,0,0
neutral,0,1,0,9,0,0,0.69,0,0,0,0
positive,0,0,3,24,0,0,-0.79,1,0,1,1
negative,0,1,1,17,0,0,0.25,0,0,0,0
positive,1,0,0,26,0,0,-0.26,3,0,1,1
positive,1,0,3,13,1,0,0.91,1,1,1,1
objective,0,1,1,22,0,0,-1.19,1,1,0,0
neutral,0,0,3,26,0,0,-0.90,3,1,0,0
negative,0,0,0,8,0,0,-0.97,0,0,0,0
neutral,0,0,1,21,0,0,-0.73,0,2,1,1
positive,0,0,3,25,0,0,-0.16,2,0,2,2
neutral,1,0,2,17,0,0,-1.25,2,0,1,1
positive,2,0,0,22,0,0,-1.13,2,0,2,2
negative,0,0,5,29,0,0,-0.60,2,0,1,1
positive,1,0,0,20,0,0,0.60,2,1,1,1
positive,0,0,0,18,0,0,0.44,2,0,2,2
objective,0,0,0,10,0,0,-0.55,1,2,0,0
positive,0,0,4,23,0,0,-0.50,2,2,2,2
positive,1,0,1,22,0,0,-0.54,1,3,2,2
neutral,0,0,0,16,0,0,-1.17,0,0,0,0
objective,2,0,2,22,0,0,-0.43,1,0,2,2
positive,0,0,0,11,2,0,-0.92,2,1,1,1
positive,0,0,0,14,0,0,-0.32,1,0,0,0
objective,0,1,1,26,0,0,-1.29,4,4,0,0
positive,3,0,0,9,0,0,-0.31,1,0,1,1
objective,0,0,4,23,0,0,0.38,2,0,1,1
positive,0,0,1,23,0,0,-1.79,1,2,1,1
positive,0,0,0,8,0,0,-1.33,0,1,0,0
positive,0,0,0,29,1,0,-0.98,3,1,1,1
positive,0,0,2,31,0,0,-0.61,3,1,2,2
objective,0,0,1,19,0,0,-1.33,0,0,0,0
negative,0,0,3,22,0,0,-0.35,1,0,0,0
positive,0,0,0,18,0,0,-1.19,0,1,1,1
positive,1,0,2,19,0,0,-0.87,0,1,1,1
positive,1,0,0,9,0,0,0.03,1,0,1,1
positive,4,0,0,25,0,0,-0.52,4,3,0,0
positive,0,0,4,15,0,0,-0.68,2,1,1,1
positive,0,0,3,19,0,0,-0.59,1,1,0,0
positive,0,2,0,17,0,0,0.52,1,0,2,2
positive,2,0,1,20,0,0,-0.58,3,1,1,1
positive,0,0,4,21,0,0,-1.98,1,2,0,0
objective,0,1,3,26,0,0,-1.02,1,2,0,0
neutral,0,0,0,20,0,0,-2.74,0,0,0,0
positive,5,0,0,24,0,0,-0.27,1,2,1,1
objective,0,0,1,6,0,0,-0.33,0,0,0,0
positive,0,0,5,10,0,0,-0.21,2,0,1,1
positive,0,0,1,13,0,0,-0.69,1,1,1,1
positive,0,0,3,25,0,0,-1.75,2,1,2,2
positive,1,0,1,26,0,0,-1.14,2,1,2,2
positive,0,0,1,29,0,0,-2.34,2,2,2,2
negative,0,0,1,25,0,0,0.59,2,2,1,1
negative,0,0,1,25,0,0,-2.23,1,1,0,0
objective,0,0,0,25,0,0,-0.97,2,1,1,1
positive,0,0,2,30,0,0,-0.49,3,0,3,3
positive,0,0,0,26,0,0,-0.25,2,1,0,0
positive,3,0,0,19,0,0,-0.12,3,2,2,2
positive,2,0,6,26,0,0,0.16,5,2,4,4
negative,0,0,4,23,0,0,-0.02,2,3,0,0
neutral,0,1,2,26,0,0,-2.80,2,3,0,0
positive,0,0,8,16,0,0,0.78,1,2,1,1
neutral,2,0,0,21,0,0,-1.88,2,1,1,1
neutral,0,0,1,12,0,0,-0.64,0,2,0,0
positive,0,0,2,25,0,0,0.22,0,1,1,1
neutral,0,0,3,25,0,0,-2.55,1,0,0,0
neutral,0,0,1,26,0,0,-1.13,3,0,2,2
negative,1,0,0,19,0,0,-0.92,1,1,0,0
positive,1,0,0,3,0,0,-0.00,1,0,1,1
objective,0,0,4,24,0,0,-0.97,2,2,0,0
positive,2,0,0,25,1,0,-2.52,1,0,2,2
objective,4,0,0,24,0,0,0.28,2,3,0,0
negative,0,0,4,26,0,0,-1.59,2,4,0,0
neutral,0,0,1,11,0,0,-0.32,1,1,0,0
positive,0,0,1,11,0,0,-0.00,0,1,0,0
positive,0,0,2,12,0,0,-0.98,0,0,2,2
positive,0,0,2,31,1,0,-0.75,2,0,0,0
negative,0,0,1,13,0,0,0.09,3,0,0,0
positive,0,1,1,19,0,0,-2.55,1,0,1,1
positive,0,0,3,24,0,0,-1.85,1,0,1,1
positive,1,0,2,23,0,0,-2.08,0,1,1,1
neutral,0,0,0,13,0,0,-0.71,1,0,1,1
positive,1,0,0,15,0,0,-0.98,1,1,1,1
positive,0,0,2,21,0,0,-1.45,0,1,0,0
negative,0,0,2,25,0,0,-1.30,1,2,0,0
positive,0,0,6,24,0,0,-0.48,2,0,1,1
objective,0,0,0,14,0,0,-0.54,1,0,0,0
neutral,0,1,0,21,0,0,-1.42,0,3,0,0
positive,0,0,2,31,0,0,-0.10,1,1,0,0
neutral,0,0,7,21,0,0,-1.22,0,0,0,0
neutral,0,1,4,24,0,0,0.33,3,0,1,1
positive,5,6,0,10,0,0,-0.81,0,0,0,0
neutral,2,0,0,12,0,0,-0.67,0,0,0,0
positive,0,0,3,23,0,0,-0.82,3,0,0,0
neutral,0,0,6,30,0,0,-1.23,3,3,0,0
positive,1,0,5,24,0,0,-0.55,3,0,1,1
neutral,0,1,0,14,0,0,-0.70,0,0,0,0
positive,1,0,0,16,0,0,-0.54,0,0,0,0
negative,0,0,4,22,0,0,-0.06,0,3,0,0
negative,0,0,0,18,0,0,-2.00,2,1,1,1
neutral,0,0,1,13,0,0,-1.12,1,1,1,1
positive,0,0,0,12,0,0,0.41,0,0,0,0
neutral,0,0,1,15,0,0,-0.43,0,0,0,0
positive,0,0,0,16,1,0,1.29,3,1,2,2
negative,0,0,0,27,0,0,-0.88,1,1,1,1
objective,0,1,4,26,0,0,-1.34,1,0,0,0
objective,0,0,1,26,0,0,-1.34,0,1,0,0
positive,0,0,2,20,1,0,-1.03,3,1,2,2
objective,0,1,3,21,0,0,-0.21,1,1,0,0
neutral,10,0,3,23,0,0,-0.15,0,0,0,0
neutral,0,0,1,16,0,0,-0.18,0,0,0,0
objective,0,0,1,30,0,0,-0.71,2,0,0,0
objective,0,0,4,22,0,0,-1.57,0,1,0,0
positive,0,0,1,24,0,0,-0.44,3,0,2,2
positive,2,0,0,20,0,0,1.48,5,0,3,3
positive,1,1,2,27,0,0,-1.63,0,0,0,0
objective,0,0,1,21,0,0,-1.37,2,1,0,0
negative,0,0,0,18,0,0,-1.04,0,1,0,0
positive,2,0,1,25,0,0,-1.85,3,1,1,1
positive,2,0,0,13,0,0,-0.32,0,0,1,1
positive,0,0,8,22,0,0,-0.17,0,2,1,1
neutral,0,1,0,18,0,0,-0.10,0,0,1,1
negative,0,0,4,23,0,0,-1.67,1,2,0,0
negative,0,1,2,11,0,0,0.28,0,1,0,0
positive,0,0,0,2,0,0,0.00,0,0,0,0
negative,0,0,4,17,0,0,-0.25,3,2,2,2
positive,1,0,0,19,0,0,-0.96,2,2,2,2
positive,0,0,1,23,0,0,0.77,1,2,2,2
neutral,0,0,1,25,0,0,-1.53,0,0,0,0
objective,0,0,5,23,0,0,-1.12,2,2,0,0
positive,0,0,0,20,0,0,-1.17,2,0,2,2
positive,0,0,1,20,2,0,0.51,0,1,1,1
positive,0,0,2,16,0,0,-2.14,1,2,1,1
neutral,0,3,3,19,0,0,0.01,1,1,0,0
positive,2,0,2,19,0,0,0.05,3,0,2,2
negative,0,0,1,27,0,0,-0.39,2,2,2,2
positive,0,0,1,27,0,0,-0.61,2,1,1,1
positive,1,0,3,28,0,0,-0.99,3,2,2,2
neutral,0,1,2,25,0,0,-1.05,2,2,1,1
positive,0,0,2,34,0,0,-0.48,9,8,0,0
neutral,2,0,2,25,0,0,-1.24,3,1,0,0
objective,0,0,2,30,0,0,-0.66,2,2,1,1
neutral,1,0,3,4,0,0,0.00,0,0,0,0
objective,0,0,1,23,0,0,-1.12,0,0,0,0
objective,0,0,1,16,0,0,-1.31,1,1,0,0
neutral,0,0,0,14,0,0,-0.38,1,0,0,0
positive,0,0,3,8,0,0,0.37,4,0,1,1
positive,0,0,2,26,0,0,-3.01,1,1,1,1
positive,0,0,1,25,0,0,-0.61,3,1,3,3
positive,1,0,0,24,0,0,-1.98,0,2,0,0
positive,0,0,1,11,0,0,-0.67,1,1,1,1
objective,0,1,0,24,0,0,-1.73,0,1,0,0
negative,0,0,1,9,0,0,-0.33,0,0,0,0
positive,3,0,0,7,0,0,0.00,1,0,0,0
positive,3,0,2,19,0,0,-0.97,0,1,0,0
neutral,0,0,1,20,0,0,-0.94,0,1,0,0
neutral,0,1,1,23,0,0,0.07,1,1,1,1
positive,0,0,2,19,0,0,0.44,2,0,2,2
negative,0,0,2,14,0,0,0.11,1,2,0,0
objective,0,0,0,2,0,0,0.41,0,0,1,1
negative,0,0,2,19,0,0,-1.61,0,1,0,0
negative,0,0,3,23,0,0,-0.71,2,0,0,0
positive,0,0,0,10,0,0,-0.67,0,0,0,0
positive,0,0,3,23,0,0,-1.74,1,0,1,1
positive,0,0,0,23,0,0,-0.93,3,1,3,3
positive,0,0,5,23,0,0,-1.96,1,1,3,3
positive,8,0,0,15,0,0,-0.39,2,0,1,1
